"id","sensor","location","value1","value2","value3","reading_time"
"378","BME280","Home","25.71","89.10","1013.33","2023-02-11 22:46:31"
"379","BME280","Home","25.78","89.25","1013.22","2023-02-11 23:16:31"
"380","BME280","Home","25.62","91.77","1013.07","2023-02-11 23:46:31"
"381","BME280","Home","25.43","92.11","1012.75","2023-02-12 00:16:31"
"382","BME280","Home","25.59","92.00","1012.60","2023-02-12 00:46:31"
"383","BME280","Home","25.28","93.45","1012.30","2023-02-12 01:16:31"
"384","BME280","Home","25.30","92.79","1011.92","2023-02-12 01:46:31"
"385","BME280","Home","24.91","94.21","1011.65","2023-02-12 02:16:31"
"386","BME280","Home","24.72","94.01","1011.34","2023-02-12 02:46:31"
"387","BME280","Home","24.35","96.09","1011.14","2023-02-12 03:16:32"
"388","BME280","Home","24.31","96.80","1011.13","2023-02-12 03:46:32"
"389","BME280","Home","23.77","99.31","1011.07","2023-02-12 04:16:32"
"390","BME280","Home","23.72","99.30","1011.22","2023-02-12 04:46:32"
"391","BME280","Home","23.57","99.66","1011.58","2023-02-12 05:16:32"
"392","BME280","Home","23.47","100.00","1012.00","2023-02-12 05:46:32"
"393","BME280","Home","23.60","98.69","1012.34","2023-02-12 06:16:32"
"394","BME280","Home","23.65","95.78","1012.71","2023-02-12 06:46:32"
"395","BME280","Home","24.18","93.46","1013.17","2023-02-12 07:16:32"
"396","BME280","Home","25.19","89.35","1013.46","2023-02-12 07:46:32"
"397","BME280","Home","26.03","84.45","1013.79","2023-02-12 08:16:32"
"398","BME280","Home","26.92","80.54","1014.35","2023-02-12 08:46:32"
"399","BME280","Home","27.60","78.50","1014.58","2023-02-12 09:16:32"
"400","BME280","Home","28.37","76.21","1014.72","2023-02-12 09:46:32"
"401","BME280","Home","29.64","65.90","1014.76","2023-02-12 10:16:32"
"402","BME280","Home","30.61","62.40","1014.41","2023-02-12 10:46:32"
"403","BME280","Home","30.42","59.23","1014.11","2023-02-12 11:16:33"
"404","BME280","Home","31.01","52.81","1013.56","2023-02-12 11:46:33"
"405","BME280","Home","32.27","58.10","1013.01","2023-02-12 12:16:33"
"406","BME280","Home","31.65","57.74","1012.57","2023-02-12 12:46:33"
"407","BME280","Home","31.72","50.54","1012.07","2023-02-12 13:16:36"
"408","BME280","Home","31.84","48.20","1011.39","2023-02-12 13:46:36"
"409","BME280","Home","31.40","51.11","1010.86","2023-02-12 14:16:36"
"410","BME280","Home","31.61","45.27","1010.51","2023-02-12 14:46:36"
"411","BME280","Home","31.75","41.08","1010.37","2023-02-12 15:16:36"
"412","BME280","Home","31.39","40.59","1010.14","2023-02-12 15:46:36"
"413","BME280","Home","30.89","43.40","1010.14","2023-02-12 16:16:37"
"414","BME280","Home","30.45","45.24","1010.32","2023-02-12 16:46:37"
"415","BME280","Home","29.43","49.45","1010.53","2023-02-12 17:16:36"
"416","BME280","Home","28.70","55.66","1010.65","2023-02-12 17:46:37"
"417","BME280","Home","27.61","66.24","1010.97","2023-02-12 18:16:37"
"418","BME280","Home","27.36","71.13","1011.30","2023-02-12 18:46:37"
"419","BME280","Home","26.95","73.65","1011.49","2023-02-12 19:16:38"
"420","BME280","Home","26.74","75.02","1011.90","2023-02-12 19:46:38"
"421","BME280","Home","26.63","75.64","1012.48","2023-02-12 20:16:38"
"422","BME280","Home","26.62","75.99","1012.83","2023-02-12 20:46:38"
"423","BME280","Home","26.55","75.57","1012.92","2023-02-12 21:16:38"
"424","BME280","Home","26.16","77.29","1013.18","2023-02-12 21:46:38"
"425","BME280","Home","25.96","78.11","1013.12","2023-02-12 22:16:39"
"426","BME280","Home","25.67","80.94","1013.16","2023-02-12 22:46:39"
"427","BME280","Home","25.45","84.11","1013.09","2023-02-12 23:16:40"
"428","BME280","Home","25.44","83.83","1012.69","2023-02-12 23:46:39"
"429","BME280","Home","25.40","84.41","1012.40","2023-02-13 00:16:40"
"430","BME280","Home","25.06","86.70","1012.19","2023-02-13 00:46:40"
"431","BME280","Home","25.07","86.82","1011.93","2023-02-13 01:16:40"
"432","BME280","Home","24.83","87.15","1011.66","2023-02-13 01:46:40"
"433","BME280","Home","24.43","88.79","1011.41","2023-02-13 02:16:40"
"434","BME280","Home","24.44","89.24","1011.40","2023-02-13 02:46:40"
"435","BME280","Home","24.17","90.55","1011.22","2023-02-13 03:16:41"
"436","BME280","Home","23.87","91.35","1011.08","2023-02-13 03:46:41"
"437","BME280","Home","23.63","92.17","1011.11","2023-02-13 04:16:41"
"438","BME280","Home","23.50","92.10","1011.14","2023-02-13 04:46:41"
"439","BME280","Home","23.33","92.12","1011.42","2023-02-13 05:16:41"
"440","BME280","Home","23.58","91.30","1011.77","2023-02-13 05:46:41"
"441","BME280","Home","23.36","92.46","1012.11","2023-02-13 06:16:41"
"442","BME280","Home","23.43","91.79","1012.56","2023-02-13 06:46:41"
"443","BME280","Home","23.98","88.85","1013.13","2023-02-13 07:16:41"
"444","BME280","Home","25.03","83.11","1013.50","2023-02-13 07:46:41"
"445","BME280","Home","26.14","72.34","1013.95","2023-02-13 08:16:41"
"446","BME280","Home","27.15","68.70","1014.39","2023-02-13 08:46:42"
"447","BME280","Home","27.91","68.66","1014.78","2023-02-13 09:16:42"
"448","BME280","Home","28.59","64.18","1015.06","2023-02-13 09:46:42"
"449","BME280","Home","30.33","58.50","1014.94","2023-02-13 10:16:42"
"450","BME280","Home","31.05","55.04","1014.44","2023-02-13 10:46:42"
"451","BME280","Home","31.75","51.01","1014.07","2023-02-13 11:16:42"
"452","BME280","Home","31.61","38.89","1013.58","2023-02-13 11:46:42"
"453","BME280","Home","31.78","40.38","1013.07","2023-02-13 12:16:42"
"454","BME280","Home","31.78","42.96","1012.65","2023-02-13 12:46:42"
"455","BME280","Home","31.45","43.17","1012.03","2023-02-13 13:16:42"
"456","BME280","Home","31.02","47.32","1011.45","2023-02-13 13:46:43"
"457","BME280","Home","31.11","49.52","1010.88","2023-02-13 14:16:43"
"458","BME280","Home","31.26","46.75","1010.45","2023-02-13 14:46:43"
"459","BME280","Home","31.21","48.01","1010.16","2023-02-13 15:16:43"
"460","BME280","Home","30.71","52.17","1010.03","2023-02-13 15:46:43"
"461","BME280","Home","30.61","49.91","1010.04","2023-02-13 16:16:43"
"462","BME280","Home","30.06","55.00","1010.27","2023-02-13 16:46:43"
"463","BME280","Home","29.26","55.90","1010.51","2023-02-13 17:16:43"
"464","BME280","Home","28.54","60.11","1010.76","2023-02-13 17:46:43"
"465","BME280","Home","27.89","65.92","1011.06","2023-02-13 18:16:43"
"466","BME280","Home","27.48","71.32","1011.51","2023-02-13 18:46:43"
"467","BME280","Home","27.30","72.16","1011.85","2023-02-13 19:16:43"
"468","BME280","Home","27.27","73.83","1012.35","2023-02-13 19:46:43"
"469","BME280","Home","27.06","73.82","1012.85","2023-02-13 20:16:44"
"470","BME280","Home","27.06","74.60","1013.16","2023-02-13 20:46:44"
"471","BME280","Home","26.92","75.89","1013.37","2023-02-13 21:16:44"
"472","BME280","Home","26.78","76.37","1013.63","2023-02-13 21:46:44"
"473","BME280","Home","26.56","78.84","1013.68","2023-02-13 22:16:44"
"474","BME280","Home","26.61","79.13","1013.65","2023-02-13 22:46:44"
"475","BME280","Home","26.48","81.04","1013.49","2023-02-13 23:16:44"
"476","BME280","Home","26.07","82.84","1013.33","2023-02-13 23:46:44"
"477","BME280","Home","26.09","82.87","1013.17","2023-02-14 00:16:44"
"478","BME280","Home","25.75","85.43","1012.95","2023-02-14 00:46:44"
"479","BME280","Home","25.29","87.55","1012.59","2023-02-14 01:16:44"
"480","BME280","Home","25.32","88.05","1012.26","2023-02-14 01:46:44"
"481","BME280","Home","25.52","87.35","1011.90","2023-02-14 02:16:44"
"482","BME280","Home","24.66","88.62","1011.47","2023-02-14 02:46:45"
"483","BME280","Home","24.38","87.26","1011.32","2023-02-14 03:16:45"
"484","BME280","Home","24.22","88.38","1011.33","2023-02-14 03:46:45"
"485","BME280","Home","23.95","88.92","1011.33","2023-02-14 04:16:45"
"486","BME280","Home","23.76","90.17","1011.56","2023-02-14 04:46:45"
"487","BME280","Home","23.47","89.28","1011.95","2023-02-14 05:16:45"
"488","BME280","Home","23.78","89.08","1012.34","2023-02-14 05:46:45"
"489","BME280","Home","23.67","88.62","1012.74","2023-02-14 06:16:46"
"490","BME280","Home","23.73","88.70","1013.09","2023-02-14 06:46:46"
"491","BME280","Home","24.02","86.06","1013.50","2023-02-14 07:16:46"
"492","BME280","Home","24.91","82.86","1013.94","2023-02-14 07:46:46"
"493","BME280","Home","25.93","79.64","1014.46","2023-02-14 08:16:46"
"494","BME280","Home","26.64","79.05","1014.87","2023-02-14 08:46:47"
"495","BME280","Home","27.67","76.01","1015.14","2023-02-14 09:16:47"
"496","BME280","Home","29.09","71.87","1015.24","2023-02-14 09:46:47"
"497","BME280","Home","29.52","63.64","1015.04","2023-02-14 10:16:47"
"498","BME280","Home","30.37","63.70","1014.77","2023-02-14 10:46:47"
"499","BME280","Home","30.37","61.57","1014.30","2023-02-14 11:16:47"
"500","BME280","Home","31.73","63.67","1013.72","2023-02-14 11:46:47"
"501","BME280","Home","31.49","63.02","1013.24","2023-02-14 12:16:47"
"502","BME280","Home","30.84","62.17","1012.58","2023-02-14 12:46:48"
"503","BME280","Home","30.82","58.36","1012.08","2023-02-14 13:16:48"
"504","BME280","Home","30.82","59.75","1011.53","2023-02-14 13:46:48"
"505","BME280","Home","30.10","62.39","1010.94","2023-02-14 14:16:48"
"506","BME280","Home","30.74","62.56","1010.48","2023-02-14 14:46:48"
"507","BME280","Home","30.43","62.72","1010.18","2023-02-14 15:16:48"
"508","BME280","Home","30.31","62.16","1009.93","2023-02-14 15:46:48"
"509","BME280","Home","29.91","58.28","1009.73","2023-02-14 16:16:48"
"510","BME280","Home","29.50","60.80","1009.71","2023-02-14 16:46:48"
"511","BME280","Home","28.88","54.27","1009.86","2023-02-14 17:16:49"
"512","BME280","Home","28.25","65.01","1010.04","2023-02-14 17:46:49"
"513","BME280","Home","27.67","68.39","1010.38","2023-02-14 18:16:49"
"514","BME280","Home","27.60","71.95","1010.59","2023-02-14 18:46:49"
"515","BME280","Home","27.36","71.88","1010.87","2023-02-14 19:16:49"
"516","BME280","Home","27.04","74.79","1011.29","2023-02-14 19:46:49"
"517","BME280","Home","27.29","74.82","1011.64","2023-02-14 20:16:50"
"518","BME280","Home","26.72","77.47","1011.96","2023-02-14 20:46:50"
"519","BME280","Home","26.60","79.94","1012.22","2023-02-14 21:16:49"
"520","BME280","Home","26.52","78.21","1012.48","2023-02-14 21:46:49"
"521","BME280","Home","26.38","78.60","1012.51","2023-02-14 22:16:49"
"522","BME280","Home","26.41","79.78","1012.44","2023-02-14 22:46:50"
"523","BME280","Home","26.32","81.59","1012.15","2023-02-14 23:16:50"
"524","BME280","Home","26.22","83.40","1011.96","2023-02-14 23:46:50"
"525","BME280","Home","26.14","83.74","1011.72","2023-02-15 00:16:49"
"526","BME280","Home","25.90","85.54","1011.34","2023-02-15 00:46:50"
"527","BME280","Home","25.71","86.76","1010.91","2023-02-15 01:16:50"
"528","BME280","Home","25.54","87.57","1010.57","2023-02-15 01:46:50"
"529","BME280","Home","25.28","89.19","1010.24","2023-02-15 02:16:50"
"530","BME280","Home","25.08","90.00","1009.90","2023-02-15 02:46:50"
"531","BME280","Home","24.52","92.21","1009.62","2023-02-15 03:16:50"
"532","BME280","Home","24.37","90.86","1009.64","2023-02-15 03:46:50"
"533","BME280","Home","24.20","91.55","1009.67","2023-02-15 04:16:50"
"534","BME280","Home","24.20","91.39","1009.82","2023-02-15 04:46:51"
"535","BME280","Home","23.89","93.45","1010.04","2023-02-15 05:16:50"
"536","BME280","Home","23.92","93.03","1010.36","2023-02-15 05:46:50"
"537","BME280","Home","23.74","93.71","1010.82","2023-02-15 06:16:50"
"538","BME280","Home","23.91","93.17","1011.27","2023-02-15 06:46:50"
"539","BME280","Home","24.65","89.61","1011.60","2023-02-15 07:16:51"
"540","BME280","Home","25.21","87.62","1012.17","2023-02-15 07:46:51"
"541","BME280","Home","26.25","82.86","1012.40","2023-02-15 08:16:51"
"542","BME280","Home","27.62","78.07","1012.73","2023-02-15 08:46:51"
"543","BME280","Home","28.55","72.70","1013.30","2023-02-15 09:16:51"
"544","BME280","Home","29.14","70.67","1013.45","2023-02-15 09:46:51"
"545","BME280","Home","29.87","64.91","1013.21","2023-02-15 10:16:51"
"546","BME280","Home","29.91","62.90","1012.83","2023-02-15 10:46:51"
"547","BME280","Home","31.79","56.73","1012.39","2023-02-15 11:16:51"
"548","BME280","Home","31.76","50.84","1011.81","2023-02-15 11:46:51"
"549","BME280","Home","31.97","55.56","1011.26","2023-02-15 12:16:51"
"550","BME280","Home","31.43","57.79","1010.86","2023-02-15 12:46:51"
"551","BME280","Home","31.03","58.97","1010.50","2023-02-15 13:16:51"
"552","BME280","Home","30.93","58.55","1010.05","2023-02-15 13:46:51"
"553","BME280","Home","30.80","58.83","1009.63","2023-02-15 14:16:51"
"554","BME280","Home","30.48","58.33","1009.27","2023-02-15 14:46:51"
"555","BME280","Home","181.29","100.00","-176.12","2023-02-15 15:16:51"
"556","BME280","Home","181.29","100.00","-176.12","2023-02-15 15:46:52"
"557","BME280","Home","181.29","100.00","-176.12","2023-02-15 16:16:52"
"558","BME280","Home","181.29","100.00","-176.12","2023-02-15 16:46:52"
"559","BME280","Home","181.29","100.00","-176.12","2023-02-15 17:16:52"
"560","BME280","Home","28.18","76.49","1009.47","2023-02-15 17:44:03"
"561","BME280","Home","27.78","78.53","1009.80","2023-02-15 18:14:03"
"562","BME280","Home","27.53","78.92","1010.11","2023-02-15 18:44:03"
"563","BME280","Home","27.25","78.75","1010.35","2023-02-15 19:14:03"
"564","BME280","Home","26.98","80.30","1010.63","2023-02-15 19:44:04"
"565","BME280","Home","26.90","81.21","1010.86","2023-02-15 20:14:04"
"566","BME280","Home","26.70","81.78","1011.08","2023-02-15 20:44:04"
"567","BME280","Home","26.55","82.48","1011.24","2023-02-15 21:14:04"
"568","BME280","Home","26.36","82.98","1011.38","2023-02-15 21:44:04"
"569","BME280","Home","26.48","82.50","1011.43","2023-02-15 22:14:04"
"570","BME280","Home","26.23","83.41","1011.60","2023-02-15 22:44:04"
"571","BME280","Home","26.21","83.52","1011.53","2023-02-15 23:14:04"
"572","BME280","Home","26.13","83.39","1011.35","2023-02-15 23:44:04"
"573","BME280","Home","25.92","84.11","1010.98","2023-02-16 00:14:04"
"574","BME280","Home","26.06","84.13","1010.63","2023-02-16 00:44:04"
"575","BME280","Home","25.91","84.62","1010.53","2023-02-16 01:14:04"
"576","BME280","Home","25.76","85.52","1010.21","2023-02-16 01:44:04"
"577","BME280","Home","25.70","86.54","1009.98","2023-02-16 02:14:04"
"578","BME280","Home","25.74","86.28","1009.62","2023-02-16 02:44:05"
"579","BME280","Home","25.41","88.06","1009.62","2023-02-16 03:14:05"
"580","BME280","Home","25.51","88.37","1009.69","2023-02-16 03:44:05"
"581","BME280","Home","25.32","89.46","1009.63","2023-02-16 04:14:05"
"582","BME280","Home","25.38","89.55","1009.59","2023-02-16 04:44:05"
"583","BME280","Home","25.09","91.37","1009.81","2023-02-16 05:14:05"
"584","BME280","Home","24.92","92.85","1010.20","2023-02-16 05:44:05"
"585","BME280","Home","24.47","94.74","1010.51","2023-02-16 06:14:05"
"586","BME280","Home","24.45","94.60","1011.13","2023-02-16 06:44:05"
"587","BME280","Home","25.16","91.44","1011.77","2023-02-16 07:14:05"
"588","BME280","Home","25.70","88.85","1012.32","2023-02-16 07:44:05"
"589","BME280","Home","27.26","82.71","1012.54","2023-02-16 08:14:05"
"590","BME280","Home","181.29","100.00","-176.12","2023-02-16 08:44:05"
"591","BME280","Home","181.29","100.00","-176.12","2023-02-16 09:14:05"
"592","BME280","Home","181.29","100.00","-176.12","2023-02-16 09:44:05"
"593","BME280","Home","181.29","100.00","-176.12","2023-02-16 10:14:05"
"594","BME280","Home","181.29","100.00","-176.12","2023-02-16 10:44:05"
"595","BME280","Home","181.29","100.00","-176.12","2023-02-16 11:14:05"
"596","BME280","Home","181.29","100.00","-176.12","2023-02-16 11:44:05"
"597","BME280","Home","181.29","100.00","-176.12","2023-02-16 12:14:05"
"598","BME280","Home","181.29","100.00","-176.12","2023-02-16 12:44:05"
"599","BME280","Home","181.29","100.00","-176.12","2023-02-16 13:14:05"
"600","BME280","Home","181.29","100.00","-176.12","2023-02-16 13:44:05"
"601","BME280","Home","181.29","100.00","-176.12","2023-02-16 14:14:05"
"602","BME280","Home","181.29","100.00","-176.12","2023-02-16 14:44:05"
"603","BME280","Home","181.29","100.00","-176.12","2023-02-16 15:14:05"
"604","BME280","Home","181.29","100.00","-176.12","2023-02-16 15:44:05"
"605","BME280","Home","181.29","100.00","-176.12","2023-02-16 16:14:05"
"606","BME280","Home","181.29","100.00","-176.12","2023-02-16 16:44:05"
"607","BME280","Home","181.29","100.00","-176.12","2023-02-16 17:14:05"
"608","BME280","Home","181.29","100.00","-176.12","2023-02-16 17:44:05"
"609","BME280","Home","181.29","100.00","-176.12","2023-02-16 18:14:05"
"610","BME280","Home","181.29","100.00","-176.12","2023-02-16 18:44:05"
"611","BME280","Home","181.29","100.00","-176.12","2023-02-16 19:14:05"
"612","BME280","Home","181.29","100.00","-176.12","2023-02-16 19:44:05"
"613","BME280","Home","181.29","100.00","-176.12","2023-02-16 20:14:05"
"614","BME280","Home","181.29","100.00","-176.12","2023-02-16 20:44:05"
"615","BME280","Home","181.29","100.00","-176.12","2023-02-16 21:14:05"
"616","BME280","Home","181.29","100.00","-176.12","2023-02-16 21:44:05"
"617","BME280","Home","181.29","100.00","-176.12","2023-02-16 22:14:05"
"618","BME280","Home","181.29","100.00","-176.12","2023-02-16 22:44:05"
"619","BME280","Home","181.29","100.00","-176.12","2023-02-16 23:14:05"
"620","BME280","Home","181.29","100.00","-176.12","2023-02-16 23:44:05"
"621","BME280","Home","181.29","100.00","-176.12","2023-02-17 00:14:05"
"622","BME280","Home","181.29","100.00","-176.12","2023-02-17 00:44:05"
"623","BME280","Home","181.29","100.00","-176.12","2023-02-17 01:14:05"
"624","BME280","Home","181.29","100.00","-176.12","2023-02-17 01:44:05"
"625","BME280","Home","181.29","100.00","-176.12","2023-02-17 02:14:05"
"626","BME280","Home","181.29","100.00","-176.12","2023-02-17 02:44:05"
"627","BME280","Home","181.29","100.00","-176.12","2023-02-17 03:14:05"
"628","BME280","Home","181.29","100.00","-176.12","2023-02-17 03:44:05"
"629","BME280","Home","181.29","100.00","-176.12","2023-02-17 04:14:05"
"630","BME280","Home","181.29","100.00","-176.12","2023-02-17 04:44:05"
"631","BME280","Home","181.29","100.00","-176.12","2023-02-17 05:14:05"
"632","BME280","Home","181.29","100.00","-176.12","2023-02-17 05:44:05"
"633","BME280","Home","181.29","100.00","-176.12","2023-02-17 06:14:05"
"634","BME280","Home","181.29","100.00","-176.12","2023-02-17 06:44:05"
"635","BME280","Home","181.29","100.00","-176.12","2023-02-17 07:14:05"
"636","BME280","Home","181.29","100.00","-176.12","2023-02-17 07:44:05"
"637","BME280","Home","181.29","100.00","-176.12","2023-02-17 08:14:05"
"638","BME280","Home","181.29","100.00","-176.12","2023-02-17 08:44:06"
"639","BME280","Home","181.29","100.00","-176.12","2023-02-17 09:14:05"
"640","BME280","Home","181.29","100.00","-176.12","2023-02-17 09:44:05"
"641","BME280","Home","181.29","100.00","-176.12","2023-02-17 10:14:05"
"642","BME280","Home","181.29","100.00","-176.12","2023-02-17 10:44:05"
"643","BME280","Home","181.29","100.00","-176.12","2023-02-17 11:14:05"
"644","BME280","Home","181.29","100.00","-176.12","2023-02-17 11:44:06"
"645","BME280","Home","181.29","100.00","-176.12","2023-02-17 12:14:06"
"646","BME280","Home","181.29","100.00","-176.12","2023-02-17 12:44:06"
"647","BME280","Home","181.29","100.00","-176.12","2023-02-17 13:14:06"
"648","BME280","Home","181.29","100.00","-176.12","2023-02-17 13:44:07"
"649","BME280","Home","181.29","100.00","-176.12","2023-02-17 14:14:07"
"650","BME280","Home","181.29","100.00","-176.12","2023-02-17 14:44:07"
"651","BME280","Home","181.29","100.00","-176.12","2023-02-17 15:14:07"
"652","BME280","Home","181.29","100.00","-176.12","2023-02-17 15:44:07"
"653","BME280","Home","181.29","100.00","-176.12","2023-02-17 16:14:07"
"654","BME280","Home","181.29","100.00","-176.12","2023-02-17 16:44:07"
"655","BME280","Home","181.29","100.00","-176.12","2023-02-17 17:14:07"
"656","BME280","Home","181.29","100.00","-176.12","2023-02-17 17:44:07"
"657","BME280","Home","181.29","100.00","-176.12","2023-02-17 18:14:07"
"658","BME280","Home","181.29","100.00","-176.12","2023-02-17 18:44:07"
"659","BME280","Home","181.29","100.00","-176.12","2023-02-17 19:14:07"
"660","BME280","Home","181.29","100.00","-176.12","2023-02-17 19:44:07"
"661","BME280","Home","181.29","100.00","-176.12","2023-02-17 20:14:07"
"662","BME280","Home","181.29","100.00","-176.12","2023-02-17 20:44:08"
"663","BME280","Home","181.29","100.00","-176.12","2023-02-17 21:14:08"
"664","BME280","Home","181.29","100.00","-176.12","2023-02-17 21:44:08"
"665","BME280","Home","181.29","100.00","-176.12","2023-02-17 22:14:08"
"666","BME280","Home","181.29","100.00","-176.12","2023-02-17 22:44:08"
"667","BME280","Home","25.62","84.91","1011.61","2023-02-20 01:42:25"
"668","BME280","Home","25.23","87.42","1011.32","2023-02-20 02:12:25"
"669","BME280","Home","24.77","90.75","1011.11","2023-02-20 02:42:25"
"670","BME280","Home","24.31","95.45","1011.04","2023-02-20 03:12:25"
"671","BME280","Home","24.23","97.17","1011.01","2023-02-20 03:42:25"
"672","BME280","Home","24.42","93.01","1010.97","2023-02-20 04:12:25"
"673","BME280","Home","24.55","92.79","1010.98","2023-02-20 04:42:25"
"674","BME280","Home","24.41","93.06","1011.11","2023-02-20 05:12:26"
"675","BME280","Home","24.71","94.06","1011.54","2023-02-20 05:42:26"
"676","BME280","Home","24.73","92.90","1011.91","2023-02-20 06:12:26"
"677","BME280","Home","24.65","92.47","1012.44","2023-02-20 06:42:26"
"678","BME280","Home","25.20","91.28","1012.99","2023-02-20 07:12:26"
"679","BME280","Home","26.24","86.01","1013.39","2023-02-20 07:42:26"
"680","BME280","Home","26.55","85.26","1013.88","2023-02-20 08:12:27"
"681","BME280","Home","27.09","82.83","1014.27","2023-02-20 08:42:27"
"682","BME280","Home","28.19","74.07","1014.58","2023-02-20 09:12:27"
"683","BME280","Home","28.47","70.84","1014.74","2023-02-20 09:42:27"
"684","BME280","Home","29.13","66.12","1014.53","2023-02-20 10:12:27"
"685","BME280","Home","29.84","63.34","1014.24","2023-02-20 10:42:27"
"686","BME280","Home","29.84","63.62","1013.80","2023-02-20 11:12:27"
"687","BME280","Home","30.43","60.52","1013.36","2023-02-20 11:42:27"
"688","BME280","Home","30.18","57.82","1012.78","2023-02-20 12:12:28"
"689","BME280","Home","31.30","41.73","1012.27","2023-02-20 12:42:28"
"690","BME280","Home","31.01","42.16","1011.80","2023-02-20 13:12:28"
"691","BME280","Home","31.09","44.40","1011.23","2023-02-20 13:42:28"
"692","BME280","Home","31.57","40.99","1010.89","2023-02-20 14:12:28"
"693","BME280","Home","31.50","39.85","1010.51","2023-02-20 14:42:29"
"694","BME280","Home","31.21","39.16","1010.33","2023-02-20 15:12:29"
"695","BME280","Home","31.18","36.30","1010.21","2023-02-20 15:42:29"
"696","BME280","Home","30.64","44.51","1010.17","2023-02-20 16:12:29"
"697","BME280","Home","30.25","49.03","1010.31","2023-02-20 16:42:29"
"698","BME280","Home","29.45","56.34","1010.47","2023-02-20 17:12:29"
"699","BME280","Home","28.72","59.04","1010.52","2023-02-20 17:42:29"
"700","BME280","Home","28.00","62.42","1010.87","2023-02-20 18:12:29"
"701","BME280","Home","27.66","65.58","1011.30","2023-02-20 18:42:29"
"702","BME280","Home","27.46","67.31","1011.60","2023-02-20 19:12:29"
"703","BME280","Home","27.40","69.54","1012.01","2023-02-20 19:42:29"
"704","BME280","Home","27.31","69.17","1012.27","2023-02-20 20:12:29"
"705","BME280","Home","27.19","70.65","1012.54","2023-02-20 20:42:29"
"706","BME280","Home","27.03","70.93","1012.78","2023-02-20 21:12:29"
"707","BME280","Home","27.01","72.51","1012.85","2023-02-20 21:42:29"
"708","BME280","Home","26.69","75.08","1012.98","2023-02-20 22:12:29"
"709","BME280","Home","26.37","79.97","1013.07","2023-02-20 22:42:29"
"710","BME280","Home","26.20","78.42","1013.04","2023-02-20 23:12:29"
"711","BME280","Home","25.95","82.22","1012.89","2023-02-20 23:42:29"
"712","BME280","Home","25.73","83.89","1012.75","2023-02-21 00:12:29"
"713","BME280","Home","25.64","84.76","1012.43","2023-02-21 00:42:29"
"714","BME280","Home","24.77","92.02","1012.03","2023-02-21 01:12:29"
"715","BME280","Home","25.26","87.48","1011.69","2023-02-21 01:42:30"
"716","BME280","Home","24.98","90.67","1011.45","2023-02-21 02:12:30"
"717","BME280","Home","24.95","90.34","1011.26","2023-02-21 02:42:30"
"718","BME280","Home","24.67","91.93","1011.18","2023-02-21 03:12:30"
"719","BME280","Home","24.65","91.49","1011.24","2023-02-21 03:42:30"
"720","BME280","Home","24.96","89.09","1011.23","2023-02-21 04:12:30"
"721","BME280","Home","24.75","88.67","1011.26","2023-02-21 04:42:30"
"722","BME280","Home","24.44","88.08","1011.41","2023-02-21 05:12:30"
"723","BME280","Home","24.47","88.06","1011.81","2023-02-21 05:42:30"
"724","BME280","Home","24.51","87.45","1012.21","2023-02-21 06:12:30"
"725","BME280","Home","24.51","87.26","1012.71","2023-02-21 06:42:30"
"726","BME280","Home","25.21","84.62","1013.18","2023-02-21 07:12:30"
"727","BME280","Home","25.91","81.27","1013.47","2023-02-21 07:42:30"
"728","BME280","Home","26.63","78.55","1013.84","2023-02-21 08:12:30"
"729","BME280","Home","27.20","77.45","1014.08","2023-02-21 08:42:31"
"730","BME280","Home","27.84","75.56","1014.33","2023-02-21 09:12:32"
"731","BME280","Home","28.43","72.80","1014.35","2023-02-21 09:42:32"
"732","BME280","Home","29.79","64.65","1014.39","2023-02-21 10:12:32"
"733","BME280","Home","30.65","59.86","1014.07","2023-02-21 10:42:33"
"734","BME280","Home","31.00","54.55","1013.64","2023-02-21 11:12:33"
"735","BME280","Home","31.86","47.47","1013.13","2023-02-21 11:42:33"
"736","BME280","Home","31.98","43.83","1012.50","2023-02-21 12:12:33"
"737","BME280","Home","32.87","41.37","1011.97","2023-02-21 12:42:33"
"738","BME280","Home","32.56","43.66","1011.50","2023-02-21 13:12:33"
"739","BME280","Home","31.45","43.59","1011.07","2023-02-21 13:42:33"
"740","BME280","Home","31.81","40.76","1010.65","2023-02-21 14:12:33"
"741","BME280","Home","30.95","43.79","1010.36","2023-02-21 14:42:33"
"742","BME280","Home","31.73","38.37","1010.25","2023-02-21 15:12:34"
"743","BME280","Home","31.13","43.25","1010.30","2023-02-21 15:42:34"
"744","BME280","Home","31.10","44.12","1010.31","2023-02-21 16:12:34"
"745","BME280","Home","30.54","50.89","1010.34","2023-02-21 16:42:34"
"746","BME280","Home","30.23","53.90","1010.41","2023-02-21 17:12:34"
"747","BME280","Home","29.32","61.09","1010.65","2023-02-21 17:42:34"
"748","BME280","Home","28.48","68.28","1010.79","2023-02-21 18:12:34"
"749","BME280","Home","28.09","72.92","1011.20","2023-02-21 18:42:34"
"750","BME280","Home","27.89","76.59","1011.51","2023-02-21 19:12:35"
"751","BME280","Home","27.78","80.05","1011.80","2023-02-21 19:42:35"
"752","BME280","Home","27.71","81.22","1012.01","2023-02-21 20:12:35"
"753","BME280","Home","27.53","75.12","1012.49","2023-02-21 20:42:35"
"754","BME280","Home","27.32","77.95","1012.67","2023-02-21 21:12:35"
